paid_only,frequency,progress,stat.question_id,stat.question__article__slug,title,slug,is_hidden,total_accepted,total_submissions,id,stat.is_new_question,difficulty.level,ProblemDescription,num_solutions,num_likes,Python_Declaration,Python_Solutions
False,0,0,2100,,Minimum Non-Zero Product of the Array Elements,minimum-non-zero-product-of-the-array-elements,False,8917,26007,1969,False,2,"Can you solve this real interview question? Minimum Non-Zero Product of the Array Elements - You are given a positive integer p. Consider an array nums (1-indexed) that consists of the integers in the inclusive range [1, 2p - 1] in their binary representations. You are allowed to do the following operation any number of times:

 * Choose two elements x and y from nums.
 * Choose a bit in x and swap it with its corresponding bit in y. Corresponding bit refers to the bit that is in the same position in the other integer.

For example, if x = 1101 and y = 0011, after swapping the 2nd bit from the right, we have x = 1111 and y = 0001.

Find the minimum non-zero product of nums after performing the above operation any number of times. Return this product modulo 109 + 7.

Note: The answer should be the minimum product before the modulo operation is done.

 

Example 1:


Input: p = 1
Output: 1
Explanation: nums = [1].
There is only one element, so the product equals that element.


Example 2:


Input: p = 2
Output: 6
Explanation: nums = [01, 10, 11].
Any swap would either make the product 0 or stay the same.
Thus, the array product of 1 * 2 * 3 = 6 is already minimized.


Example 3:


Input: p = 3
Output: 1512
Explanation: nums = [001, 010, 011, 100, 101, 110, 111]
- In the first operation we can swap the leftmost bit of the second and fifth elements.
    - The resulting array is [001, 110, 011, 100, 001, 110, 111].
- In the second operation we can swap the middle bit of the third and fourth elements.
    - The resulting array is [001, 110, 001, 110, 001, 110, 111].
The array product is 1 * 6 * 1 * 6 * 1 * 6 * 7 = 1512, which is the minimum possible product.


 

Constraints:

 * 1 <= p <= 60",Solutions (101),181,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/minimum-non-zero-product-of-the-array-elements/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minNonZeroProduct(self, p: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    p: int = deserialize(""int"", read_line())
    ans = Solution().minNonZeroProduct(p)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minNonZeroProduct(self, p: int) -> int:
        return pow((pow(2, p) - 2), (pow(2, p) // 2 - 1), 10**9 + 7) * (pow(2, p) - 1) % (10**9 + 7)"
False,0,0,2101,,Last Day Where You Can Still Cross,last-day-where-you-can-still-cross,False,11469,23073,1970,False,3,"Can you solve this real interview question? Last Day Where You Can Still Cross - There is a 1-based binary matrix where 0 represents land and 1 represents water. You are given integers row and col representing the number of rows and columns in the matrix, respectively.

Initially on day 0, the entire matrix is land. However, each day a new cell becomes flooded with water. You are given a 1-based 2D array cells, where cells[i] = [ri, ci] represents that on the ith day, the cell on the rith row and cith column (1-based coordinates) will be covered with water (i.e., changed to 1).

You want to find the last day that it is possible to walk from the top to the bottom by only walking on land cells. You can start from any cell in the top row and end at any cell in the bottom row. You can only travel in the four cardinal directions (left, right, up, and down).

Return the last day where it is possible to walk from the top to the bottom by only walking on land cells.

 

Example 1:

[https://assets.leetcode.com/uploads/2021/07/27/1.png]


Input: row = 2, col = 2, cells = [[1,1],[2,1],[1,2],[2,2]]
Output: 2
Explanation: The above image depicts how the matrix changes each day starting from day 0.
The last day where it is possible to cross from top to bottom is on day 2.


Example 2:

[https://assets.leetcode.com/uploads/2021/07/27/2.png]


Input: row = 2, col = 2, cells = [[1,1],[1,2],[2,1],[2,2]]
Output: 1
Explanation: The above image depicts how the matrix changes each day starting from day 0.
The last day where it is possible to cross from top to bottom is on day 1.


Example 3:

[https://assets.leetcode.com/uploads/2021/07/27/3.png]


Input: row = 3, col = 3, cells = [[1,2],[2,1],[3,3],[2,2],[1,1],[1,3],[2,3],[3,2],[3,1]]
Output: 3
Explanation: The above image depicts how the matrix changes each day starting from day 0.
The last day where it is possible to cross from top to bottom is on day 3.


 

Constraints:

 * 2 <= row, col <= 2 * 104
 * 4 <= row * col <= 2 * 104
 * cells.length == row * col
 * 1 <= ri <= row
 * 1 <= ci <= col
 * All the values of cells are unique.",Solutions (211),592,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/last-day-where-you-can-still-cross/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def latestDayToCross(self, row: int, col: int, cells: List[List[int]]) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    row: int = deserialize(""int"", read_line())
    col: int = deserialize(""int"", read_line())
    cells: List[List[int]] = deserialize(""List[List[int]]"", read_line())
    ans = Solution().latestDayToCross(row, col, cells)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def latestDayToCross(self, row: int, col: int, cells: List[List[int]]) -> int:
        pass"
False,0,0,2102,,Find the Middle Index in Array,find-the-middle-index-in-array,False,59209,87794,1991,False,1,"Can you solve this real interview question? Find the Middle Index in Array - Given a 0-indexed integer array nums, find the leftmost middleIndex (i.e., the smallest amongst all the possible ones).

A middleIndex is an index where nums[0] + nums[1] + ... + nums[middleIndex-1] == nums[middleIndex+1] + nums[middleIndex+2] + ... + nums[nums.length-1].

If middleIndex == 0, the left side sum is considered to be 0. Similarly, if middleIndex == nums.length - 1, the right side sum is considered to be 0.

Return the leftmost middleIndex that satisfies the condition, or -1 if there is no such index.

 

Example 1:


Input: nums = [2,3,-1,8,4]
Output: 3
Explanation: The sum of the numbers before index 3 is: 2 + 3 + -1 = 4
The sum of the numbers after index 3 is: 4 = 4


Example 2:


Input: nums = [1,-1,4]
Output: 2
Explanation: The sum of the numbers before index 2 is: 1 + -1 = 0
The sum of the numbers after index 2 is: 0


Example 3:


Input: nums = [2,5]
Output: -1
Explanation: There is no valid middleIndex.


 

Constraints:

 * 1 <= nums.length <= 100
 * -1000 <= nums[i] <= 1000

 

Note: This question is the same as 724: https://leetcode.com/problems/find-pivot-index/ [https://leetcode.com/problems/find-pivot-index/]",Solutions (993),1K,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/find-the-middle-index-in-array/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def findMiddleIndex(self, nums: List[int]) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().findMiddleIndex(nums)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def findMiddleIndex(self, nums: List[int]) -> int:
        total_sum = sum(nums)
        left_sum = 0
        
        for i in range(len(nums)):
            if left_sum == total_sum - left_sum - nums[i]:
                return i
            left_sum += nums[i]
        
        return -1"
False,0,0,2105,,The Number of Good Subsets,the-number-of-good-subsets,False,5143,14890,1994,False,3,"Can you solve this real interview question? The Number of Good Subsets - You are given an integer array nums. We call a subset of nums good if its product can be represented as a product of one or more distinct prime numbers.

 * For example, if nums = [1, 2, 3, 4]:
   * [2, 3], [1, 2, 3], and [1, 3] are good subsets with products 6 = 2*3, 6 = 2*3, and 3 = 3 respectively.
   * [1, 4] and [4] are not good subsets with products 4 = 2*2 and 4 = 2*2 respectively.

Return the number of different good subsets in nums modulo 109 + 7.

A subset of nums is any array that can be obtained by deleting some (possibly none or all) elements from nums. Two subsets are different if and only if the chosen indices to delete are different.

 

Example 1:


Input: nums = [1,2,3,4]
Output: 6
Explanation: The good subsets are:
- [1,2]: product is 2, which is the product of distinct prime 2.
- [1,2,3]: product is 6, which is the product of distinct primes 2 and 3.
- [1,3]: product is 3, which is the product of distinct prime 3.
- [2]: product is 2, which is the product of distinct prime 2.
- [2,3]: product is 6, which is the product of distinct primes 2 and 3.
- [3]: product is 3, which is the product of distinct prime 3.


Example 2:


Input: nums = [4,2,3,15]
Output: 5
Explanation: The good subsets are:
- [2]: product is 2, which is the product of distinct prime 2.
- [2,3]: product is 6, which is the product of distinct primes 2 and 3.
- [2,15]: product is 30, which is the product of distinct primes 2, 3, and 5.
- [3]: product is 3, which is the product of distinct prime 3.
- [15]: product is 15, which is the product of distinct primes 3 and 5.


 

Constraints:

 * 1 <= nums.length <= 105
 * 1 <= nums[i] <= 30",Solutions (67),351,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/the-number-of-good-subsets/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def numberOfGoodSubsets(self, nums: List[int]) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().numberOfGoodSubsets(nums)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def numberOfGoodSubsets(self, nums: List[int]) -> int:
        pass"
False,0,0,2106,,Find Greatest Common Divisor of Array,find-greatest-common-divisor-of-array,False,78475,101951,1979,False,1,"Can you solve this real interview question? Find Greatest Common Divisor of Array - Given an integer array nums, return the greatest common divisor of the smallest number and largest number in nums.

The greatest common divisor of two numbers is the largest positive integer that evenly divides both numbers.

 

Example 1:


Input: nums = [2,5,6,9,10]
Output: 2
Explanation:
The smallest number in nums is 2.
The largest number in nums is 10.
The greatest common divisor of 2 and 10 is 2.


Example 2:


Input: nums = [7,5,6,8,3]
Output: 1
Explanation:
The smallest number in nums is 3.
The largest number in nums is 8.
The greatest common divisor of 3 and 8 is 1.


Example 3:


Input: nums = [3,3]
Output: 3
Explanation:
The smallest number in nums is 3.
The largest number in nums is 3.
The greatest common divisor of 3 and 3 is 3.


 

Constraints:

 * 2 <= nums.length <= 1000
 * 1 <= nums[i] <= 1000",Solutions (1.3K),820,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/find-greatest-common-divisor-of-array/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def findGCD(self, nums: List[int]) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().findGCD(nums)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def findGCD(self, nums: List[int]) -> int:
        import math
        return math.gcd(min(nums), max(nums))"
False,0,0,2107,,Find Unique Binary String,find-unique-binary-string,False,35506,54460,1980,False,2,"Can you solve this real interview question? Find Unique Binary String - Given an array of strings nums containing n unique binary strings each of length n, return a binary string of length n that does not appear in nums. If there are multiple answers, you may return any of them.

 

Example 1:


Input: nums = [""01"",""10""]
Output: ""11""
Explanation: ""11"" does not appear in nums. ""00"" would also be correct.


Example 2:


Input: nums = [""00"",""01""]
Output: ""11""
Explanation: ""11"" does not appear in nums. ""10"" would also be correct.


Example 3:


Input: nums = [""111"",""011"",""001""]
Output: ""101""
Explanation: ""101"" does not appear in nums. ""000"", ""010"", ""100"", and ""110"" would also be correct.


 

Constraints:

 * n == nums.length
 * 1 <= n <= 16
 * nums[i].length == n
 * nums[i] is either '0' or '1'.
 * All the strings of nums are unique.",Solutions (616),882,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/find-unique-binary-string/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def findDifferentBinaryString(self, nums: List[str]) -> str:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[str] = deserialize(""List[str]"", read_line())
    ans = Solution().findDifferentBinaryString(nums)
    print(""\noutput:"", serialize(ans, ""string""))
","class Solution:
    def findDifferentBinaryString(self, nums: List[str]) -> str:
        seen = set(nums)
        n = len(nums)
        for i in range(2 ** n):
            b = bin(i)[2:]
            b = '0' * (n - len(b)) + b
            if b not in seen:
                return b"
False,0,0,2108,,Minimize the Difference Between Target and Chosen Elements,minimize-the-difference-between-target-and-chosen-elements,False,20123,62129,1981,False,2,"Can you solve this real interview question? Minimize the Difference Between Target and Chosen Elements - You are given an m x n integer matrix mat and an integer target.

Choose one integer from each row in the matrix such that the absolute difference between target and the sum of the chosen elements is minimized.

Return the minimum absolute difference.

The absolute difference between two numbers a and b is the absolute value of a - b.

 

Example 1:

[https://assets.leetcode.com/uploads/2021/08/03/matrix1.png]


Input: mat = [[1,2,3],[4,5,6],[7,8,9]], target = 13
Output: 0
Explanation: One possible choice is to:
- Choose 1 from the first row.
- Choose 5 from the second row.
- Choose 7 from the third row.
The sum of the chosen elements is 13, which equals the target, so the absolute difference is 0.


Example 2:

[https://assets.leetcode.com/uploads/2021/08/03/matrix1-1.png]


Input: mat = [[1],[2],[3]], target = 100
Output: 94
Explanation: The best possible choice is to:
- Choose 1 from the first row.
- Choose 2 from the second row.
- Choose 3 from the third row.
The sum of the chosen elements is 6, and the absolute difference is 94.


Example 3:

[https://assets.leetcode.com/uploads/2021/08/03/matrix1-3.png]


Input: mat = [[1,2,9,8,7]], target = 6
Output: 1
Explanation: The best choice is to choose 7 from the first row.
The absolute difference is 1.


 

Constraints:

 * m == mat.length
 * n == mat[i].length
 * 1 <= m, n <= 70
 * 1 <= mat[i][j] <= 70
 * 1 <= target <= 800",Solutions (211),743,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/minimize-the-difference-between-target-and-chosen-elements/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minimizeTheDifference(self, mat: List[List[int]], target: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    mat: List[List[int]] = deserialize(""List[List[int]]"", read_line())
    target: int = deserialize(""int"", read_line())
    ans = Solution().minimizeTheDifference(mat, target)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minimizeTheDifference(self, mat: List[List[int]], target: int) -> int:
        import itertools
        possible_sums = set([sum(subset) for row in mat for subset in itertools.product(row)])
        closest_sum = min(possible_sums, key=lambda x: abs(target - x))
        return abs(target - closest_sum)"
False,0,0,2109,,Find Array Given Subset Sums,find-array-given-subset-sums,False,4160,8574,1982,False,3,"Can you solve this real interview question? Find Array Given Subset Sums - You are given an integer n representing the length of an unknown array that you are trying to recover. You are also given an array sums containing the values of all 2n subset sums of the unknown array (in no particular order).

Return the array ans of length n representing the unknown array. If multiple answers exist, return any of them.

An array sub is a subset of an array arr if sub can be obtained from arr by deleting some (possibly zero or all) elements of arr. The sum of the elements in sub is one possible subset sum of arr. The sum of an empty array is considered to be 0.

Note: Test cases are generated such that there will always be at least one correct answer.

 

Example 1:


Input: n = 3, sums = [-3,-2,-1,0,0,1,2,3]
Output: [1,2,-3]
Explanation: [1,2,-3] is able to achieve the given subset sums:
- []: sum is 0
- [1]: sum is 1
- [2]: sum is 2
- [1,2]: sum is 3
- [-3]: sum is -3
- [1,-3]: sum is -2
- [2,-3]: sum is -1
- [1,2,-3]: sum is 0
Note that any permutation of [1,2,-3] and also any permutation of [-1,-2,3] will also be accepted.


Example 2:


Input: n = 2, sums = [0,0,0,0]
Output: [0,0]
Explanation: The only correct answer is [0,0].


Example 3:


Input: n = 4, sums = [0,0,5,5,4,-1,4,9,9,-1,4,3,4,8,3,8]
Output: [0,-1,4,5]
Explanation: [0,-1,4,5] is able to achieve the given subset sums.


 

Constraints:

 * 1 <= n <= 15
 * sums.length == 2n
 * -104 <= sums[i] <= 104",Solutions (36),460,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/find-array-given-subset-sums/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def recoverArray(self, n: int, sums: List[int]) -> List[int]:
        

# @lc code=end

if __name__ == ""__main__"":
    n: int = deserialize(""int"", read_line())
    sums: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().recoverArray(n, sums)
    print(""\noutput:"", serialize(ans, ""integer[]""))
","class Solution:
    def recoverArray(self, n: int, sums: List[int]) -> List[int]:
        pass"
False,0,0,2112,,Minimum Difference Between Highest and Lowest of K Scores,minimum-difference-between-highest-and-lowest-of-k-scores,False,42358,77862,1984,False,1,"Can you solve this real interview question? Minimum Difference Between Highest and Lowest of K Scores - You are given a 0-indexed integer array nums, where nums[i] represents the score of the ith student. You are also given an integer k.

Pick the scores of any k students from the array so that the difference between the highest and the lowest of the k scores is minimized.

Return the minimum possible difference.

 

Example 1:


Input: nums = [90], k = 1
Output: 0
Explanation: There is one way to pick score(s) of one student:
- [90]. The difference between the highest and lowest score is 90 - 90 = 0.
The minimum possible difference is 0.


Example 2:


Input: nums = [9,4,1,7], k = 2
Output: 2
Explanation: There are six ways to pick score(s) of two students:
- [9,4,1,7]. The difference between the highest and lowest score is 9 - 4 = 5.
- [9,4,1,7]. The difference between the highest and lowest score is 9 - 1 = 8.
- [9,4,1,7]. The difference between the highest and lowest score is 9 - 7 = 2.
- [9,4,1,7]. The difference between the highest and lowest score is 4 - 1 = 3.
- [9,4,1,7]. The difference between the highest and lowest score is 7 - 4 = 3.
- [9,4,1,7]. The difference between the highest and lowest score is 7 - 1 = 6.
The minimum possible difference is 2.

 

Constraints:

 * 1 <= k <= nums.length <= 1000
 * 0 <= nums[i] <= 105",Solutions (569),705,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/minimum-difference-between-highest-and-lowest-of-k-scores/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minimumDifference(self, nums: List[int], k: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    k: int = deserialize(""int"", read_line())
    ans = Solution().minimumDifference(nums, k)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minimumDifference(self, nums: List[int], k: int) -> int:
        nums.sort()
        res = float('inf')
        for i in range(len(nums) - k + 1):
            res = min(res, nums[i+k-1] - nums[i])
        return res"
False,0,0,2113,,Find the Kth Largest Integer in the Array,find-the-kth-largest-integer-in-the-array,False,45101,101249,1985,False,2,"Can you solve this real interview question? Find the Kth Largest Integer in the Array - You are given an array of strings nums and an integer k. Each string in nums represents an integer without leading zeros.

Return the string that represents the kth largest integer in nums.

Note: Duplicate numbers should be counted distinctly. For example, if nums is [""1"",""2"",""2""], ""2"" is the first largest integer, ""2"" is the second-largest integer, and ""1"" is the third-largest integer.

 

Example 1:


Input: nums = [""3"",""6"",""7"",""10""], k = 4
Output: ""3""
Explanation:
The numbers in nums sorted in non-decreasing order are [""3"",""6"",""7"",""10""].
The 4th largest integer in nums is ""3"".


Example 2:


Input: nums = [""2"",""21"",""12"",""1""], k = 3
Output: ""2""
Explanation:
The numbers in nums sorted in non-decreasing order are [""1"",""2"",""12"",""21""].
The 3rd largest integer in nums is ""2"".


Example 3:


Input: nums = [""0"",""0""], k = 2
Output: ""0""
Explanation:
The numbers in nums sorted in non-decreasing order are [""0"",""0""].
The 2nd largest integer in nums is ""0"".


 

Constraints:

 * 1 <= k <= nums.length <= 104
 * 1 <= nums[i].length <= 100
 * nums[i] consists of only digits.
 * nums[i] will not have any leading zeros.",Solutions (614),922,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/find-the-kth-largest-integer-in-the-array/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def kthLargestNumber(self, nums: List[str], k: int) -> str:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[str] = deserialize(""List[str]"", read_line())
    k: int = deserialize(""int"", read_line())
    ans = Solution().kthLargestNumber(nums, k)
    print(""\noutput:"", serialize(ans, ""string""))
","class Solution:
    def kthLargestNumber(self, nums: List[str], k: int) -> str:
        return str(sorted(nums, key=lambda x: int(x), reverse=True)[k-1])"
False,0,0,2114,,Minimum Number of Work Sessions to Finish the Tasks,minimum-number-of-work-sessions-to-finish-the-tasks,False,19400,59317,1986,False,2,"Can you solve this real interview question? Minimum Number of Work Sessions to Finish the Tasks - There are n tasks assigned to you. The task times are represented as an integer array tasks of length n, where the ith task takes tasks[i] hours to finish. A work session is when you work for at most sessionTime consecutive hours and then take a break.

You should finish the given tasks in a way that satisfies the following conditions:

 * If you start a task in a work session, you must complete it in the same work session.
 * You can start a new task immediately after finishing the previous one.
 * You may complete the tasks in any order.

Given tasks and sessionTime, return the minimum number of work sessions needed to finish all the tasks following the conditions above.

The tests are generated such that sessionTime is greater than or equal to the maximum element in tasks[i].

 

Example 1:


Input: tasks = [1,2,3], sessionTime = 3
Output: 2
Explanation: You can finish the tasks in two work sessions.
- First work session: finish the first and the second tasks in 1 + 2 = 3 hours.
- Second work session: finish the third task in 3 hours.


Example 2:


Input: tasks = [3,1,3,1,1], sessionTime = 8
Output: 2
Explanation: You can finish the tasks in two work sessions.
- First work session: finish all the tasks except the last one in 3 + 1 + 3 + 1 = 8 hours.
- Second work session: finish the last task in 1 hour.


Example 3:


Input: tasks = [1,2,3,4,5], sessionTime = 15
Output: 1
Explanation: You can finish all the tasks in one work session.


 

Constraints:

 * n == tasks.length
 * 1 <= n <= 14
 * 1 <= tasks[i] <= 10
 * max(tasks[i]) <= sessionTime <= 15",Solutions (220),863,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/minimum-number-of-work-sessions-to-finish-the-tasks/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def minSessions(self, tasks: List[int], sessionTime: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    tasks: List[int] = deserialize(""List[int]"", read_line())
    sessionTime: int = deserialize(""int"", read_line())
    ans = Solution().minSessions(tasks, sessionTime)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def minSessions(self, tasks: List[int], sessionTime: int) -> int:
        pass"
False,0,0,2115,,Number of Unique Good Subsequences,number-of-unique-good-subsequences,False,9184,17587,1987,False,3,"Can you solve this real interview question? Number of Unique Good Subsequences - You are given a binary string binary. A subsequence of binary is considered good if it is not empty and has no leading zeros (with the exception of ""0"").

Find the number of unique good subsequences of binary.

 * For example, if binary = ""001"", then all the good subsequences are [""0"", ""0"", ""1""], so the unique good subsequences are ""0"" and ""1"". Note that subsequences ""00"", ""01"", and ""001"" are not good because they have leading zeros.

Return the number of unique good subsequences of binary. Since the answer may be very large, return it modulo 109 + 7.

A subsequence is a sequence that can be derived from another sequence by deleting some or no elements without changing the order of the remaining elements.

 

Example 1:


Input: binary = ""001""
Output: 2
Explanation: The good subsequences of binary are [""0"", ""0"", ""1""].
The unique good subsequences are ""0"" and ""1"".


Example 2:


Input: binary = ""11""
Output: 2
Explanation: The good subsequences of binary are [""1"", ""1"", ""11""].
The unique good subsequences are ""1"" and ""11"".

Example 3:


Input: binary = ""101""
Output: 5
Explanation: The good subsequences of binary are [""1"", ""0"", ""1"", ""10"", ""11"", ""101""]. 
The unique good subsequences are ""0"", ""1"", ""10"", ""11"", and ""101"".


 

Constraints:

 * 1 <= binary.length <= 105
 * binary consists of only '0's and '1's.",Solutions (79),556,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/number-of-unique-good-subsequences/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def numberOfUniqueGoodSubsequences(self, binary: str) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    binary: str = deserialize(""str"", read_line())
    ans = Solution().numberOfUniqueGoodSubsequences(binary)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def numberOfUniqueGoodSubsequences(self, binary: str) -> int:
        MOD = 10**9 + 7
        dp = [0, 0]
        has_zero = False
        for i in binary:
            dp[int(i)] = sum(dp) + (int(i) == 0)
            has_zero |= (i == ""0"")

        return (sum(dp) + has_zero) % MOD"
False,0,0,2116,,Count Number of Pairs With Absolute Difference K,count-number-of-pairs-with-absolute-difference-k,False,91582,110645,2006,False,1,"Can you solve this real interview question? Count Number of Pairs With Absolute Difference K - Given an integer array nums and an integer k, return the number of pairs (i, j) where i < j such that |nums[i] - nums[j]| == k.

The value of |x| is defined as:

 * x if x >= 0.
 * -x if x < 0.

 

Example 1:


Input: nums = [1,2,2,1], k = 1
Output: 4
Explanation: The pairs with an absolute difference of 1 are:
- [1,2,2,1]
- [1,2,2,1]
- [1,2,2,1]
- [1,2,2,1]


Example 2:


Input: nums = [1,3], k = 3
Output: 0
Explanation: There are no pairs with an absolute difference of 3.


Example 3:


Input: nums = [3,2,1,5,4], k = 2
Output: 3
Explanation: The pairs with an absolute difference of 2 are:
- [3,2,1,5,4]
- [3,2,1,5,4]
- [3,2,1,5,4]


 

Constraints:

 * 1 <= nums.length <= 200
 * 1 <= nums[i] <= 100
 * 1 <= k <= 99",Solutions (1.2K),1.2K,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/count-number-of-pairs-with-absolute-difference-k/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def countKDifference(self, nums: List[int], k: int) -> int:
        

# @lc code=end

if __name__ == ""__main__"":
    nums: List[int] = deserialize(""List[int]"", read_line())
    k: int = deserialize(""int"", read_line())
    ans = Solution().countKDifference(nums, k)
    print(""\noutput:"", serialize(ans, ""integer""))
","class Solution:
    def countKDifference(self, nums: List[int], k: int) -> int:
        count = 0 
        for i in range(len(nums)):
            for j in range(i+1, len(nums)):
                if abs(nums[i] - nums[j]) == k:
                    count += 1
        return count"
False,0,0,2117,find-original-array-from-doubled-array,Find Original Array From Doubled Array,find-original-array-from-doubled-array,False,117433,288583,2007,False,2,"Can you solve this real interview question? Find Original Array From Doubled Array - An integer array original is transformed into a doubled array changed by appending twice the value of every element in original, and then randomly shuffling the resulting array.

Given an array changed, return original if changed is a doubled array. If changed is not a doubled array, return an empty array. The elements in original may be returned in any order.

 

Example 1:


Input: changed = [1,3,4,2,6,8]
Output: [1,3,4]
Explanation: One possible original array could be [1,3,4]:
- Twice the value of 1 is 1 * 2 = 2.
- Twice the value of 3 is 3 * 2 = 6.
- Twice the value of 4 is 4 * 2 = 8.
Other original arrays could be [4,3,1] or [3,1,4].


Example 2:


Input: changed = [6,3,0,1]
Output: []
Explanation: changed is not a doubled array.


Example 3:


Input: changed = [1]
Output: []
Explanation: changed is not a doubled array.


 

Constraints:

 * 1 <= changed.length <= 105
 * 0 <= changed[i] <= 105",Solutions (1.3K),2.2K,"# Created by asetti2002 at 2024/04/17 02:08
# leetgo: 1.4.3
# https://leetcode.com/problems/find-original-array-from-doubled-array/

from typing import *
from leetgo_py import *

# @lc code=begin

class Solution:
    def findOriginalArray(self, changed: List[int]) -> List[int]:
        

# @lc code=end

if __name__ == ""__main__"":
    changed: List[int] = deserialize(""List[int]"", read_line())
    ans = Solution().findOriginalArray(changed)
    print(""\noutput:"", serialize(ans, ""integer[]""))
","class Solution:
    def findOriginalArray(self, changed: List[int]) -> List[int]:
        import collections
        c = collections.Counter(changed)
        res = []
        for num in sorted(changed, key=lambda x: c[x]):
            if c[num] > c[num * 2]:
                return []
            c[num * 2] -= c[num]
            res += [num] * c[num]
        return res"
